Category,Account NO,Customer Name,Group,Post Code,Region,Sales Person
Independent Retailer,1083811, Speedy's Wheels And Tyres ,Other,LE1 2LX,East Midlands,julie.wigley@kumhotire.com
Independent Retailer,1083813, G & S Tyres (Stamford) ,Other,SS17 0HJ,East,julie.wigley@kumhotire.com
Independent Retailer,1083819, Tech Tyres Ltd (Car) ,Other,YO19 5UP,Yorkshire & Humberside,julie.wigley@kumhotire.com
Independent Retailer,1083824, Chirk Service Station ,Other,LL14 5NA,Wales,julie.wigley@kumhotire.com
Independent Retailer,1083831, Tan-Y-Clawdd Motors Ltd ,Other,LL14 1PA,Wales,julie.wigley@kumhotire.com
Independent Retailer,1083833, Teapes Tyres HQ ,Other,EX32 7BT,South West,julie.wigley@kumhotire.com
Independent Retailer,1083839, Riverside Motors (SW) Limited ,Other,EX11 1RE,South West,julie.wigley@kumhotire.com
Independent Retailer,1083846, Billy Whizz Tyres ,Other,ST4 4DR,West Midlands,julie.wigley@kumhotire.com
Independent Retailer,1083848, Lohen Limited ,Other,ST21 6JL,West Midlands,julie.wigley@kumhotire.com
Independent Retailer,1083851, Goodwill Motors Limited ,Other,NN16 8RX,East Midlands,julie.wigley@kumhotire.com
Independent Retailer,1083852, Buyrite Tyres Ltd ,Other,TQ12 4PB,South West,julie.wigley@kumhotire.com
Independent Retailer,1083853, Tyresave Manchester Ltd ,Other,M11 2DT,North West,julie.wigley@kumhotire.com
Independent Retailer,1083854, Stone Tyre Repairs Ltd ,Other,ST15 8LJ,West Midlands,julie.wigley@kumhotire.com
Independent Retailer,1083857, KB Tyres & Exhausts Ltd ,Other,BB18 6JA,North West,julie.wigley@kumhotire.com
Independent Retailer,1083860, Quaymoto Ltd T/A Teignmouth Tyres ,Other,TQ14 8ER,South West,julie.wigley@kumhotire.com
Independent Retailer,1083861, ZAVIZ International ltd ,Other,LL13 9UH,Wales,julie.wigley@kumhotire.com
Independent Retailer,1083874, Roy H.G Tolley Ltd ,Other,CO2 9JS,East,julie.wigley@kumhotire.com
Independent Retailer,1083878, Elite Direct.Com Ltd ,Other,RM13 8DE,London,julie.wigley@kumhotire.com
Independent Retailer,1083879, Ledbury Tyre & Battery Services ,Other,HR8 2DR,West Midlands,julie.wigley@kumhotire.com
Independent Retailer,1083881, O'Gara Developments Ltd t/a Ponthir ,Other,NP18 3NY,Wales,julie.wigley@kumhotire.com
Independent Retailer,1083883, Click On Tyres Ltd ,Other,BD18 3HH,Yorkshire & Humberside,julie.wigley@kumhotire.com
Independent Retailer,1084124, Tyre Maintenance Ltd ,Other,NE38 0AE,North East,julie.wigley@kumhotire.com
Independent Retailer,1084154, TTS Centre Ltd (The Tyre Shop) ,Other,E4 8SE,London,julie.wigley@kumhotire.com
Independent Retailer,1084393, First Tyreplus Ltd ,Other,SK8 6QH,North West,julie.wigley@kumhotire.com
Independent Retailer,1084459, W M Tyres ,Other,B66 2AA,West Midlands,julie.wigley@kumhotire.com
Independent Retailer,1084480, TES Garage Services Ltd ,Other,SO41 8JY,South East,julie.wigley@kumhotire.com
Independent Retailer,1084490, Ambertyre & Auto Centre Ltd ,Other,DE5 3GH,East Midlands,julie.wigley@kumhotire.com
Independent Retailer,1084516, Tyrz for Tyres (HQ) ,Other,SK10 5DN,North West,julie.wigley@kumhotire.com
Independent Retailer,1084519, Tyres n Tubes North West Ltd ,Other,SY14 7LN,Wales,julie.wigley@kumhotire.com
Independent Retailer,1084565, Higham Tyre & MOT Ltd ,Other,NN10 8DR,East,julie.wigley@kumhotire.com
Independent Retailer,1084566, DCM Tyres (Wessex) Ltd ,Other,SP7 8PL,South West,julie.wigley@kumhotire.com
Independent Retailer,1084571, A H Quinn Tyres (CAR) ,Other,NN7 4RG,East Midlands,julie.wigley@kumhotire.com
Independent Retailer,1084668, HMJ Tyres ,Other,SY6 6PG,Wales,julie.wigley@kumhotire.com
Independent Retailer,1084697, Steve Lister Tyres Ltd (Truck) ,Other,PR7 5DR,North West,julie.wigley@kumhotire.com
Independent Retailer,1084702, WM Tyres (Truck) ,Other,B66 2AA,West Midlands,julie.wigley@kumhotire.com
Independent Retailer,1084719, Greenford Tyres ,Other,UB6 0AL,London,julie.wigley@kumhotire.com
Independent Retailer,1084738, Harrisons Of Whitby HQ ,Other,YO21 3ED,Yorkshire & Humberside,julie.wigley@kumhotire.com
Independent Retailer,1084740, TNT Tyres (Ludlow) Ltd ,Other,SY8 1JH,Wales,julie.wigley@kumhotire.com
Independent Retailer,1084744, A & R Tyres ,Other,LL60 6HR,Wales,julie.wigley@kumhotire.com
Independent Retailer,1084745, T.Lang & Son (Aberavon) Limited ,Other,SA12 6HZ,Wales,julie.wigley@kumhotire.com
Independent Retailer,1084761, Surbiton Tyre Service ,Other,KT6 5AR,London,julie.wigley@kumhotire.com
Independent Retailer,1084998, Crossway Garage Ltd ,Other,SO40 2NN,South East,julie.wigley@kumhotire.com
Independent Retailer,1085013, Highview service station Ltd (HQ) ,Other,BA3 3AW,South West,julie.wigley@kumhotire.com
Independent Retailer,1085016, Flintshire Tyre & Autocare ,Other,CH5 2QW,North West,julie.wigley@kumhotire.com
Independent Retailer,1085113, Shakespeares Service Centre Ltd ,Other,CV35 9NA,West Midlands,julie.wigley@kumhotire.com
Independent Retailer,1085137, Ammanford Tyre & Auto Ltd ,Other,SA18 2BR,Wales,julie.wigley@kumhotire.com
Independent Retailer,1085139, The Rubber Company (GB) Ltd ,Other,BD17 7QA,Yorkshire & Humberside,julie.wigley@kumhotire.com
Independent Retailer,1085140, One Stop Solutions Ltd ,Other,M5 4LE,North West,julie.wigley@kumhotire.com
Independent Retailer,1085142, QR Sport Limited ,Other,CH3 9BD,North West,julie.wigley@kumhotire.com
Independent Retailer,1085178, W B Motor & Eng Company ,Other,WF6 2DE,Yorkshire & Humberside,julie.wigley@kumhotire.com
Independent Retailer,1085201, Mid Sussex Tyres ,Other,GU29 9RE,South East,julie.wigley@kumhotire.com
Independent Retailer,1085222, David Bolton T/A Appleby Tyres ,Other,CA16 6HT,North West,julie.wigley@kumhotire.com
Independent Retailer,1085253, Andover Tyre & Auto Srvcs Ltd ,Other,SP10 5LU,South West,julie.wigley@kumhotire.com
Independent Retailer,1085261, A & J Tyre Services Limited ,Other,WV13 2NX,West Midlands,julie.wigley@kumhotire.com
Independent Retailer,1085335, K & M Tyres Ltd (Car A/C) ,Other,IP30 9HN,East,julie.wigley@kumhotire.com
Independent Retailer,1085445, Tyre Express (Wholesale) Ltd ,Other,PO22 9NH,South East,julie.wigley@kumhotire.com
Independent Retailer,1085662, Abbey Tyres (Bishop Waltham) Ltd ,Other,SO32 1BH,South East,julie.wigley@kumhotire.com
Independent Retailer,1085973, A52 Tyre Barn Limited ,Other,NG13 9EW,East Midlands,julie.wigley@kumhotire.com
Independent Retailer,1086060, UK Tyre Technicians Ltd HQ (TBR) ,Other,NG31 7UH,East,julie.wigley@kumhotire.com
Independent Retailer,1086074, Willow Tyres (2006) Ltd ,Other,L22 6QA,North West,julie.wigley@kumhotire.com
Independent Retailer,1086083, Jamie Middleton TA Midfit Tyre TRK ,Other,CV9 2QX,West Midlands,julie.wigley@kumhotire.com
Independent Retailer,1086100, Fareham Tyres Limited ,Other,PO13 0AT,South East,julie.wigley@kumhotire.com
Independent Retailer,1086266, J & G Tyre Services Ltd ,Other,LL16 5SJ,Wales,julie.wigley@kumhotire.com
Independent Retailer,1086280, Tyreteam Limited (CAR) ,Other,HP14 4TJ,South East,julie.wigley@kumhotire.com
Independent Retailer,1086281, Tyreteam Limited (Truck) ,Other,HP14 4TJ,South East,julie.wigley@kumhotire.com
Independent Retailer,1086294, Richard Dean T/A Wesley Motors ,Other,CH41 1AQ,North West,julie.wigley@kumhotire.com
Independent Retailer,1086344, St Asaph Tyre & Battery Center ,Other,LL17 0NA,Wales,julie.wigley@kumhotire.com
Independent Retailer,1086346, Avalon Tyre Services Ltd (Car) ,Other,BA6 9LZ,South West,julie.wigley@kumhotire.com
Independent Retailer,1086383, Tyr-Ex Limited ,Other,DH1 5HP,North East,julie.wigley@kumhotire.com
Independent Retailer,1086406, Hi-Speed Tyres (SW) Limited ,Other,SA12 7BR,Wales,julie.wigley@kumhotire.com
Independent Retailer,1086526, CTyres.co.uk. (Online) Ltd ,Other,BD8 8BY,Yorkshire & Humberside,julie.wigley@kumhotire.com
Independent Retailer,1086530, Hillam Tyres Limited ,Other,HD8 8TJ,Yorkshire & Humberside,julie.wigley@kumhotire.com
Independent Retailer,1086665, Will Llewellyn Motors (W Llewellyn) ,Other,SY5 0JB,Wales,julie.wigley@kumhotire.com
Independent Retailer,1086708, Jamshed Baig T/A CTS Autocentre ,Other,WR5 1DS,West Midlands,julie.wigley@kumhotire.com
Independent Retailer,1086848, Eastbourne Tyre Company Ltd ,Other,BN22 7SE,South East,julie.wigley@kumhotire.com
Independent Retailer,1086905, Brierley Hill Tyres Ltd ,Other,DY5 1LH,West Midlands,julie.wigley@kumhotire.com
Independent Retailer,1086931, Five Acres Garage Limited ,Other,GL16 7QN,South West,julie.wigley@kumhotire.com
Independent Retailer,1086933, Elite Tyre Solutions Limited ,Other,LU1 3XQ,South East,julie.wigley@kumhotire.com
Independent Retailer,1087036, Mobile Tyre Maintenance (Mr France) ,Other,CT6 6TE,South East,julie.wigley@kumhotire.com
Independent Retailer,1087091, Driveme.Net Ltd (Car) ,Other,ST18 9QL,West Midlands,julie.wigley@kumhotire.com
Independent Retailer,1087153, Adams Tyre Specialists (Car) HQ ,Other,HU17 0QE,Yorkshire & Humberside,julie.wigley@kumhotire.com
Independent Retailer,1087168, J & M Tyreservices Ltd T/A HIQ ,Other,RH15 9RN,South East,julie.wigley@kumhotire.com
Independent Retailer,1087227, Colin McKeown T/A BOS Tyres ,Other,DL10 7HB,North East,julie.wigley@kumhotire.com
Independent Retailer,1087327, Haven Tyre Centre ( Mr Lewthwaite) ,Other,CA28 8TU,North West,julie.wigley@kumhotire.com
Independent Retailer,1087352, Tyrex Auto Services Ltd ,Other,B44 9ER,West Midlands,julie.wigley@kumhotire.com
Independent Retailer,1087365, Martin's Tyres Limited ,Other,DE14 1PZ,East Midlands,julie.wigley@kumhotire.com
Independent Retailer,1087481, M. Lewis Leaman Garage ,Other,SY4 1LA,Wales,julie.wigley@kumhotire.com
Independent Retailer,1087502, Kingsway Tyres (Stamford) Ltd ,Other,ST18 0GE,East,julie.wigley@kumhotire.com
Independent Retailer,1087571, Handley & Son Ltd ,Other,GU34 4PX,South East,julie.wigley@kumhotire.com
Independent Retailer,1087622, Hamish Lindsay Motorsport ,Other,B61 7AL,West Midlands,julie.wigley@kumhotire.com
Independent Retailer,1087658, Streatham Tyres (S Thomas T/A) ,Other,SW16 3QF,London,julie.wigley@kumhotire.com
Independent Retailer,1087724, 2 Mile Tyres (Robert Hughes T/A) ,Other,LL11 6AB,Wales,julie.wigley@kumhotire.com
Independent Retailer,1087725, Crofton Garage Limited ,Other,WF4 1HU,Yorkshire & Humberside,julie.wigley@kumhotire.com
Independent Retailer,1087952, Mel Williams Tyres (cash) ,Other,SA32 7NQ,Wales,julie.wigley@kumhotire.com
Independent Retailer,1088135, Eden Valley Tyres Ltd ,Other,CA17 4HT,North West,julie.wigley@kumhotire.com
Independent Retailer,1088144, Tegfan Garage Limited ,Other,LL53 8NP,Wales,julie.wigley@kumhotire.com
Independent Retailer,1088236, Motech (London) -USE 1116078 ,Other,SW16 6LJ,South East,julie.wigley@kumhotire.com
Independent Retailer,1088513, UK Tyre Technicians Ltd HQ CAR ,Other,NG31 7UK,East Midlands,julie.wigley@kumhotire.com
Independent Retailer,1088724, Pontardulais MOT Centre ,Other,SA4 8JP,Wales,julie.wigley@kumhotire.com
Independent Retailer,1088827, A R J Tyres (Andrew James T/A) ,Other,CF44 9HR,Wales,julie.wigley@kumhotire.com
Independent Retailer,1088978, BLVH Ltd T/A Badshot Lea Self Drive ,Other,GU9 9NN,South East,julie.wigley@kumhotire.com
Independent Retailer,1089272, Irvine Tyre and Exhaust Ltd ,Other,KA11 4JZ,Scotland,julie.wigley@kumhotire.com
Independent Retailer,1089311, Stewartry Tyres (Nwtn Stewart) Ltd ,Other,DG8 6JY,Scotland,julie.wigley@kumhotire.com
Independent Retailer,1089405, Tidy Tyres Ltd ,Other,SA12 9DE,Wales,julie.wigley@kumhotire.com
Independent Retailer,1089522, The Tyre Brigade (GB) Ltd ,Other,DE55 4BR,East Midlands,julie.wigley@kumhotire.com
Independent Retailer,1089556, Tuf Treads (Dyfed) Limited ,Other,SA15 5HU,Wales,julie.wigley@kumhotire.com
Independent Retailer,1090008, Llandovery Tyres & Batteries Ltd ,Other,SA20 0YD,Wales,julie.wigley@kumhotire.com
Independent Retailer,1090026, Monkleigh Garage (G Williams T/A) ,Other,EX39 5JS,South West,julie.wigley@kumhotire.com
Independent Retailer,1090343, Headley Tyres Limited ,Other,RG19 8LG,South East,julie.wigley@kumhotire.com
Independent Retailer,1090452, Terence Elsey Ltd (Truck) ,Other,YO17 6BT,Yorkshire & Humberside,julie.wigley@kumhotire.com
Independent Retailer,1090588, Autostyle Wheels Direct Ltd ,Other,L15 7NE,North West,julie.wigley@kumhotire.com
Independent Retailer,1090653, Potteries Tyres Ltd ,Other,ST4 3NJ,West Midlands,julie.wigley@kumhotire.com
Independent Retailer,1090809, Dolwen Garage (Nick Price T/A) ,Other,SY18 6LQ,Wales,julie.wigley@kumhotire.com
Independent Retailer,1090817, Town Garage ( C & C Stevens T/A) ,Other,CF72 8EX,Wales,julie.wigley@kumhotire.com
Independent Retailer,1090870, Universal Tyres & Spares Ltd ,Other,UB3 1DU,London,julie.wigley@kumhotire.com
Independent Retailer,1090985, Auto Moto Tyre & Exhaust Ltd ,Other,CF37 4NX,Wales,julie.wigley@kumhotire.com
Independent Retailer,1091030, Coopland & Son (Scarb) - CLOSED ,Other,YO12 5AF,Yorkshire & Humberside,julie.wigley@kumhotire.com
Independent Retailer,1093348, Rogerson Motors Limited ,Other,DG6 4EL,Scotland,julie.wigley@kumhotire.com
Independent Retailer,1093535, MOT Motorsport Ltd (INV ONLY) ,Other,NN7 4PS,East Midlands,julie.wigley@kumhotire.com
Independent Retailer,1093666, Hatherleigh Motor Services ,Other,EX20 3JA,South West,julie.wigley@kumhotire.com
Independent Retailer,1093760, Tyre Experts Ltd  HQ ,Other,BD18 3HH,Yorkshire & Humberside,julie.wigley@kumhotire.com
Independent Retailer,1093809, Towy Tyre Services ,Other,SA18 2TU,Wales,julie.wigley@kumhotire.com
Independent Retailer,1093967, Kewferry Ltd T/A 1320 Mini ,Other,PE19 5BJ,East,julie.wigley@kumhotire.com
Independent Retailer,1094398, Whitchurch Service & Repairs Ltd ,Other,RG28 7RL,South East,julie.wigley@kumhotire.com
Independent Retailer,1094484, Wimborne Tyres & Autocentre Ltd ,Other,BH21 2BH,South West,julie.wigley@kumhotire.com
Independent Retailer,1094513, Craven Arms Tyres Ltd (Cash) ,Other,SY7 9QQ,Wales,julie.wigley@kumhotire.com
Independent Retailer,1094604, Ariel Manufacturing Limited ,Other,TA18 7NR,South West,julie.wigley@kumhotire.com
Independent Retailer,1094776, Moreton Garage (Jon Collins T/A) ,Other,LL14 5DG,Wales,julie.wigley@kumhotire.com
Independent Retailer,1094847, Foxhunters Tyres & Alloys Ltd ,Other,NE25 8UG,North East,julie.wigley@kumhotire.com
Independent Retailer,1095280, Pembrokeshire Tyres (N Duffy T/A) ,Other,SA70 8EU,Wales,julie.wigley@kumhotire.com
Independent Retailer,1095397, Bill Mason Limited ,Other,NN13 7ED,East Midlands,julie.wigley@kumhotire.com
Independent Retailer,1095438, Cam Nic Ltd T/A Camnic Motors ,Other,HR8 1AR,West Midlands,julie.wigley@kumhotire.com
Independent Retailer,1095485, Coombe Vale Garage Ltd ,Other,TQ14 9ER,South West,julie.wigley@kumhotire.com
Independent Retailer,1095547, YLG YGS Ltd T/A Yatton Garage Srvcs ,Other,BS49 4AL,South West,julie.wigley@kumhotire.com
Independent Retailer,1095891, Hideaway Garage Limited ,Other,SP4 7LS,South West,julie.wigley@kumhotire.com
Independent Retailer,1096626, DJ Tyre & Auto Centre Ltd ,Other,WF10 1ET,Yorkshire & Humberside,julie.wigley@kumhotire.com
Independent Retailer,1096698, R & J Strang Tyres Services Ltd ,Other,ML3 0SS,Scotland,julie.wigley@kumhotire.com
Independent Retailer,1096762, SC dexter.jones@kumhotire.com Ltd T/A Wrights Garage ,Other,LL14 1LT,Wales,julie.wigley@kumhotire.com
Independent Retailer,1097220, York Tyre Sales Limited ,Other,YO19 5UY,Yorkshire & Humberside,julie.wigley@kumhotire.com
Independent Retailer,1097308, Top-Stop GB Limited ,Other,SP11 0PH,South West,julie.wigley@kumhotire.com
Independent Retailer,1097524, All Tyres and Wheels LLP ,Other,CT5 1QJ,South East,julie.wigley@kumhotire.com
Independent Retailer,1097703, Walrow Tyres Services Ltd ,Other,TA9 4AG,South West,julie.wigley@kumhotire.com
Independent Retailer,1097805, T C Juner & Son ,Other,EH3 5QS,Scotland,julie.wigley@kumhotire.com
Independent Retailer,1097806, 1 Tyremen Limited ,Other,HU3 4TX,Yorkshire & Humberside,julie.wigley@kumhotire.com
Independent Retailer,1097873, Al's Mobile Tyres Shop ,Other,LS25 6AR,Yorkshire & Humberside,julie.wigley@kumhotire.com
Independent Retailer,1098067, Hexham Tyre & Battery Co. Ltd ,Other,NE46 3PJ,North East,julie.wigley@kumhotire.com
Independent Retailer,1098154, Marsh Auto Centre Ltd T/A ETS Tyres ,Other,HD1 4QT,Yorkshire & Humberside,julie.wigley@kumhotire.com
Independent Retailer,1098208, Target Tyres (Halifax) Ltd ,Other,HX6 3BS,Yorkshire & Humberside,julie.wigley@kumhotire.com
Independent Retailer,1098441," Westwood MOT, Tyre & Srvc Cntr Ltd ",Other,CT9 4HX,South East,julie.wigley@kumhotire.com
Independent Retailer,1098696, Prestige Tyres Limited ,Other,G76 8SE,Scotland,julie.wigley@kumhotire.com
Independent Retailer,1098919, Van and Car North Yorkshire Ltd ,Other,LS24 9QR,Yorkshire & Humberside,julie.wigley@kumhotire.com
Independent Retailer,1098941, Tanbank Tyres Limited ,Other,TF10 7LJ,West Midlands,julie.wigley@kumhotire.com
Independent Retailer,1099055, Black N Rounds Limited ,Other,NN12 8TJ,East Midlands,julie.wigley@kumhotire.com
Independent Retailer,1099057, Tyreshop Autocentres ,Other,KY7 5QF,Scotland,julie.wigley@kumhotire.com
Independent Retailer,1099071, Ackworth Autoserve ,Other,WF7 7AA,Yorkshire & Humberside,julie.wigley@kumhotire.com
Independent Retailer,1099396, New Marque Specialist Cars Ltd ,Other,CB24 3DW,East,julie.wigley@kumhotire.com
Independent Retailer,1099397, K & M (UK) Limited ,Other,TN6 3DZ,South East,julie.wigley@kumhotire.com
Independent Retailer,1099605, Universal Tyre Co (Deptford) Ltd ,Other,DA1 1QG,London,julie.wigley@kumhotire.com
Independent Retailer,1099714, HiQ Tunbridge Wells ,Other,TN2 3BQ,South East,julie.wigley@kumhotire.com
Independent Retailer,1099716, Nigel Guest T/A The Tyreshop ,Other,HX1 2LY,Yorkshire & Humberside,julie.wigley@kumhotire.com
Independent Retailer,1099815, Trotting Mare Garages Ltd ,Other,LL13 0LE,Wales,julie.wigley@kumhotire.com
Independent Retailer,1099883, Kerbside Tyre & Exhaust Ltd HQ ,Other,GU12 5PP,South East,julie.wigley@kumhotire.com
Independent Retailer,1100712, J & R Brogan T/A Newbold Tyres ,Other,OL16 5AS,North West,julie.wigley@kumhotire.com
Independent Retailer,1100897, Lorraine Laundy T/A ALR Tyres ,Other,AL5 4UN,East,julie.wigley@kumhotire.com
Independent Retailer,1101327, Morgans Tyres Ltd ,Other,TS25 5RU,North East,julie.wigley@kumhotire.com
Independent Retailer,1101484, Farmborough Tyre Services ,Other,BA2 0EG,South West,julie.wigley@kumhotire.com
Independent Retailer,1101745, Maidenhead Tyres Ltd ,Other,SL6 2GQ,South East,julie.wigley@kumhotire.com
Independent Retailer,1101755, Tony Nothers T/A Tyre Economy ,Other,BD2 1AL,Yorkshire & Humberside,julie.wigley@kumhotire.com
Independent Retailer,1102953, Ian W. Bentley Bulk Transport Ltd ,Other,HD8 8LS,Yorkshire & Humberside,julie.wigley@kumhotire.com
Independent Retailer,1105101, L.K. Performance Limited ,Other,BD19 4EW,Yorkshire & Humberside,julie.wigley@kumhotire.com
Independent Retailer,1105116, Cox's Tyre & Exhaust Services Ltd ,Other,B69 4NH,West Midlands,julie.wigley@kumhotire.com
Independent Retailer,1105348, ST Tyres (FR) Limited ,Other,AB43 7ED,Scotland,julie.wigley@kumhotire.com
Independent Retailer,1105365, HQ Garage Services ,Other,KY11 9JN,Scotland,julie.wigley@kumhotire.com
Independent Retailer,1105431, G W Tyres (Wakefield) Ltd ,Other,WF2 9LP,Yorkshire & Humberside,julie.wigley@kumhotire.com
Independent Retailer,1105533, Horbury Tyres Limited ,Other,WF4 5AG,Yorkshire & Humberside,julie.wigley@kumhotire.com
Independent Retailer,1105609, Ken Clarke Ltd T/A Ossett Tyre Hse ,Other,WF5 8PR,Yorkshire & Humberside,julie.wigley@kumhotire.com
Independent Retailer,1105621, Lamberts Transport & Eng Ltd ,Other,BD23 5EU,Yorkshire & Humberside,julie.wigley@kumhotire.com
Independent Retailer,1105654, Fuller Tyres Limited ,Other,GU4 7QA,South East,julie.wigley@kumhotire.com
Independent Retailer,1105677, Tred-Rite Tyres Limited ,Other,AB56 1TS,Scotland,julie.wigley@kumhotire.com
Independent Retailer,1106595, Reg Greenwood (Tyres & Exhst) Ltd ,Other,WF8 2LB,Yorkshire & Humberside,julie.wigley@kumhotire.com
Independent Retailer,1106734, Merlyn Excel Limited ,Other,CA11 9BB,North West,julie.wigley@kumhotire.com
Independent Retailer,1106747, PVS Europe Limited ,Other,CO2 0EB,East,julie.wigley@kumhotire.com
Independent Retailer,1107027, Direct Tyre Management Ltd ,Other,WN8 9RD,North West,julie.wigley@kumhotire.com
Independent Retailer,1107298, DMR Commercials Limited ,Other,WF13 3EN,Yorkshire & Humberside,julie.wigley@kumhotire.com
Independent Retailer,1107433, Robert Collins T/A Tyrewise ,Other,SL6 3ST,South East,julie.wigley@kumhotire.com
Independent Retailer,1107434, Tyreman Limited ,Other,CF48 3TD,Wales,julie.wigley@kumhotire.com
Independent Retailer,1107435, Treadmark Tyres (Whitstable) Ltd ,Other,CT5 3AH,South East,julie.wigley@kumhotire.com
Independent Retailer,1107572, Wheelz Technologies Limited ,Other,BR8 8DX,London,julie.wigley@kumhotire.com
Independent Retailer,1107877, Wheels & Tyres Direct Truro Ltd ,Other,TR4 8ST,South West,julie.wigley@kumhotire.com
Independent Retailer,1107879, Jardine Motors Limited ,Other,DG5 4AX,Scotland,julie.wigley@kumhotire.com
Independent Retailer,1107915, The Garage Tyre & Autocare Ltd ,Other,YO31 7XU,Yorkshire & Humberside,julie.wigley@kumhotire.com
Independent Retailer,1107962, Three Sixty Alloys ,Other,RG2 0LU,South East,julie.wigley@kumhotire.com
Independent Retailer,1108034, Tom Tully (Tyre Services) Ltd ,Other,L24 1YA,North West,julie.wigley@kumhotire.com
Independent Retailer,1108141, K5 Ltd T/A Smartfit Auto Centre ,Other,PE1 3SA,East,julie.wigley@kumhotire.com
Independent Retailer,1108169, Peter Cooper Car Repairs ,Other,KT14 7LF,London,julie.wigley@kumhotire.com
Independent Retailer,1108172, Tenby Tyre Centre Limited ,Other,SA70 7NJ,Wales,julie.wigley@kumhotire.com
Independent Retailer,1108198, David James T/A Fred The Tread ,Other,MK17 8UD,South East,julie.wigley@kumhotire.com
Independent Retailer,1108783, G Force Tyres Limited ,Other,GU12 4DD,South East,julie.wigley@kumhotire.com
Independent Retailer,1108860, Performance Tyres (Leeds) Ltd ,Other,LS14 2LB,Yorkshire & Humberside,julie.wigley@kumhotire.com
Independent Retailer,1108962, Mark Stafford T/A Treadrite Tyres ,Other,NG24 1LH,East Midlands,julie.wigley@kumhotire.com
Independent Retailer,1109029, R. Robertson and Son ,Other,ZE2 9BH,Scotland,julie.wigley@kumhotire.com
Independent Retailer,1109098, Get Grip Autos (CASH) ,Other,GL53 7EG,South West,julie.wigley@kumhotire.com
Independent Retailer,1109099, Somerset Tyre & Auto ,Other,TA6 4PW,South West,julie.wigley@kumhotire.com
Independent Retailer,1109137, Pitchford Tyres Limited ,Other,WF5 8AW,Yorkshire & Humberside,julie.wigley@kumhotire.com
Independent Retailer,1115746, Stewart Pitlaithly T/A Cotly Garage ,Other,PH10 6DU,Scotland,julie.wigley@kumhotire.com
Independent Retailer,1115750, HIQ - Nevinson's Limited ,Other,CA22 2DU,North West,julie.wigley@kumhotire.com
Independent Retailer,1115793, Mr J GillilandT/A Performance Tyres ,Other,G76 9DT,Scotland,julie.wigley@kumhotire.com
Independent Retailer,1115987, Saracens Tyres Limited ,Other,LL21 9ST,Wales,julie.wigley@kumhotire.com
Independent Retailer,1116046, Mobile Tyre Professionals Ltd ,Other,BS24 9DJ,South West,julie.wigley@kumhotire.com
Independent Retailer,1116797, Autotyres (Shrewsbury) Ltd ,Other,SY3 8RJ,Wales,julie.wigley@kumhotire.com
Independent Retailer,1116799, Castle Hill Tyres Limited ,Other,EX13 5RL,South West,julie.wigley@kumhotire.com
Independent Retailer,1117543, Whieldon Tyres Limited ,Other,ST13 6LX,West Midlands,julie.wigley@kumhotire.com
Independent Retailer,1117689, Automotive Wheels Ltd ,Other,ME2 2NW,South East,julie.wigley@kumhotire.com
Independent Retailer,1118291, Charlies Tyre Shops Ltd ,Other,HD9 6PL,Yorkshire & Humberside,julie.wigley@kumhotire.com
Independent Retailer,1118292, LT's Tyres and Autos Ltd (CASH) ,Other,CF31 2AL,Wales,julie.wigley@kumhotire.com
Independent Retailer,1118380, North Star Tyres ,Other,HD8 9HW,Yorkshire & Humberside,julie.wigley@kumhotire.com
Independent Retailer,1118878, Wheel 'N' Tyres Limited ,Other,ST10 1SR,West Midlands,julie.wigley@kumhotire.com
Independent Retailer,1119002, Paint Tec + ARW Ltd ,Other,BL8 1AQ,Scotland,julie.wigley@kumhotire.com
Independent Retailer,1119144, Adams & Page Limited ,Other,HP12 3RQ,South East,julie.wigley@kumhotire.com
Independent Retailer,1119213, Pioneer Tyres Limited ,Other,LE67 1EU,East Midlands,julie.wigley@kumhotire.com
Independent Retailer,1119268, K&M Autocentre Limited ,Other,NG6 8QH,East Midlands,julie.wigley@kumhotire.com
Independent Retailer,1119557, Vision Tech Automotive ,Other,CO7 7BN,East,julie.wigley@kumhotire.com
Independent Retailer,1119653, Jem Tyres Limited ,Other,BL4 9EB,North West,julie.wigley@kumhotire.com
Independent Retailer,1119780, Trade Tyres (Blackburn) Limited ,Other,BB2 6DR,North West,julie.wigley@kumhotire.com
Independent Retailer,1121867, P Harrison & Co Limited ,Other,BB7 1QS,North West,julie.wigley@kumhotire.com
Independent Retailer,1121888, Alan Duncan Garage Services ,Other,AB55 4FR,Scotland,julie.wigley@kumhotire.com
Independent Retailer,1122025, Cleveland Auto Recyclers Ltd ,Other,TS12 2LQ,North East,julie.wigley@kumhotire.com
Independent Retailer,1122268, Easityre Ltd ,Other,KY7 4NP,Scotland,julie.wigley@kumhotire.com
Independent Retailer,1123432, Farmer's Tyre Ltd ,Other,CV33 9AX,West Midlands,julie.wigley@kumhotire.com
Independent Retailer,1125227, Waltons Garage Services Ltd ,Other,NG34 0QP,East Midlands,julie.wigley@kumhotire.com
Independent Retailer,1115696, Dave Prance Tyre & Autocentres Ltd ,KPP,CF5 4SY,Wales,dexter.jones@kumhotire.com
Independent Retailer,1115697, Heath Tyres Auto Centre Ltd ,KPP,CF14 4HH,Wales,dexter.jones@kumhotire.com
